Title,Link,Label,Source
"‘Journalists’ fail to understand the difference between ‘MLA’ and ‘MP’, twist PM Modi’s statement to spread lies",https://www.opindia.com/2019/04/fact-check-did-pm-narendra-modi-say-40-tmc-mp-in-touch-with-him-from-west-bengal/,No conclusion,opIndia
Congress IT cell head Divya Spandana caught sharing morphed image of Hitler to compare him with Narendra Modi,https://www.opindia.com/2019/04/congress-it-cell-head-divya-spandana-caught-sharing-morphed-image-of-hitler-to-compare-him-with-narendra-modi/,No conclusion,opIndia
Fact check: Mayawati lied that Narendra Modi included his caste in OBC list when he was Gujarat CM,https://www.opindia.com/2019/04/fact-check-mayawati-lied-that-narendra-modi-included-his-caste-in-obc-list-when-he-was-gujarat-cm/,No conclusion,opIndia
"‘Historian’ Ram Guha gets it wrong, attempts to carry out ‘surgical strike’ on our intellect",https://www.opindia.com/2019/04/historian-ram-guha-gets-it-wrong-attempts-to-carry-out-surgical-strike-on-our-intellect/,No conclusion,opIndia
"Tripura CM Biplab Deb’s wife denies reports that she has accused her husband of domestic violence, calls them highly paid dirty rumours",https://www.opindia.com/2019/04/tripura-cm-biplab-debs-wife-denies-reports-that-she-has-accused-her-husband-of-domestic-violence-calls-them-highly-paid-dirty-rumours/,No conclusion,opIndia
Gujarat Congress’ official Twitter handle uses an image from Congress era to criticise Modi govt’s Ganga cleaning project,https://www.opindia.com/2019/04/gujarat-congress-official-twitter-handle-uses-an-image-from-congress-era-to-criticise-modi-govts-ganga-cleaning-project/,No conclusion,opIndia
Fact-Check: Does RSS really want the BJP to remove Sadhvi Pragya as its candidate from Bhopal?,https://www.opindia.com/2019/04/fact-check-does-rss-really-want-the-bjp-to-remove-sadhvi-pragya-as-its-candidate-from-bhopal/,No conclusion,opIndia
"The Quint lies, twists and tortures CVoter data to make it say that the Modi wave is over. Here is what the data actually says",https://www.opindia.com/2019/04/2019-lok-sabha-elections-the-quint-says-modi-wave-over-based-on-cvoter-data-media-lie-here-is-what-data-actually-says/,No conclusion,opIndia
"Congress Sevadal makes sexist comment against Smriti Irani with a fake image, deletes tweet after getting called out",https://www.opindia.com/2019/04/congress-sevadal-makes-sexist-comment-against-smriti-irani-with-a-fake-image/,No conclusion,opIndia
The Print publishes a bogus and statistically inaccurate ‘research’ to claim retweeting PM Modi increases chances to get LS ticket,https://www.opindia.com/2019/04/shekhar-gupta-the-print-publishes-a-bogus-and-statistically-inaccurate-research-to-claim-retweeting-pm-modi-increases-chances-to-get-ls-ticket/,No conclusion,opIndia
Indian Express journalist caught spreading fake news claiming ‘All votes going to Lotus’,https://www.opindia.com/2019/04/indian-express-journalist-caught-spreading-fake-news-claiming-all-votes-going-to-lotus/,No conclusion,opIndia
Fact check: Did Prime Minister Modi use an abusive word as claimed by Congress,https://www.opindia.com/2019/04/fact-check-did-prime-minister-modi-use-an-abusive-word-as-claimed-by-congress/,No conclusion,opIndia
Convenor of Delhi Congress IT cell shares badly edited video accusing PM Modi of using an abusive word,https://www.opindia.com/2019/04/political-analyst-associated-with-congress-shares-badly-edited-video-accusing-pm-modi-of-using-an-abusive-word/,No conclusion,opIndia
"Samajwadi Party friendly ‘journalist’ associated with The Wire caught spreading lies about Yogi Adityanath, deletes tweet after getting called out",https://www.opindia.com/2019/04/samajwadi-party-friendly-journalist-associated-with-the-wire-caught-spreading-lies-about-yogi-adityanath-deletes-tweet-after-getting-caught/,No conclusion,opIndia
Watch : Rahul Gandhi keeps changing that amount that Modi govt has waived for industrialists,https://www.opindia.com/2019/04/watch-rahul-gandhi-keeps-changing-that-amount-that-modi-govt-has-waived-for-industrialists/,No conclusion,opIndia
Congress uses photograph of police officer killed by Muslim mob as example of Hindu lynch mob victim,https://www.opindia.com/2019/04/congress-uses-photograph-of-police-officer-killed-by-muslim-mob-as-example-of-hindu-lynch-mob-victim/,No conclusion,opIndia
Fact check: Was Sadhvi Pragya first arrested by BJP govt in a terror case and not Congress as claimed by The Wire?,https://www.opindia.com/2019/04/fact-check-was-sadhvi-pragya-first-arrested-by-bjp-govt-in-a-terror-case-and-not-congress-as-claimed-by-the-wire/,No conclusion,opIndia
"Exclusive: Men in video shared by Rahul Gandhi claim that their statements were twisted, say they support PM Modi",https://www.opindia.com/2019/04/exclusive-men-in-video-tweeted-by-rahul-gandhi-the-wire-claim-their-statements-were-twisted-say-they-support-pm-modi/,No conclusion,opIndia
Aam Aadmi Party spreads maliciously edited video to defame security forces who were attacked by a mob,https://www.opindia.com/2019/04/aam-aadmi-party-spreads-maliciously-edited-video-to-defame-security-forces-who-were-attacked-by-a-mob/,No conclusion,opIndia
Newslaundry columnist demands that BJP be banned from 2019 elections based on a debunked lie,https://www.opindia.com/2019/04/fact-check-namo-food-packets-uttar-pradesh-phase-1-2019-election-newslaundry-columnist-lies/,No conclusion,opIndia
"Mahesh Bhatt’s wife peddles fake news about Junaid being lynched for being a Muslim, urges people to remember this when they vote",https://www.opindia.com/2019/04/actress-peddles-fake-news-about-junaid-being-lynched-for-being-a-muslim-urges-people-to-remember-this-when-they-vote/,No conclusion,opIndia
Congress deletes the tweet after it was caught Photoshopping party flag in place of Indian flag,https://www.opindia.com/2019/04/congress-deletes-the-tweet-after-it-was-caught-photoshopping-party-flag-in-place-of-indian-flag/,No conclusion,opIndia
"Before claiming ‘assassination attempt by sniper rifle’, Congress should have at least understood it could not have been a sniper rifle at all",https://www.opindia.com/2019/04/before-claiming-assassination-attempt-by-sniper-rifle-congress-should-have-at-least-understood-it-could-not-have-been-a-sniper-rifle-at-all/,No conclusion,opIndia
"Times of India spreads fake news, says Meerut student Umam Khanam was “harassed” for “not wearing a BJP cap”",https://www.opindia.com/2019/04/times-of-india-spreads-fake-news-says-meerut-student-umam-khanam-was-harassed-for-not-wearing-a-bjp-cap/,No conclusion,opIndia
A Muslim fanatic with hate in heart: How batchmates describe the girl who claimed harassment over religious identity,https://www.opindia.com/2019/04/a-muslim-fanatic-with-hate-in-heart-how-batchmates-describe-the-girl-who-claimed-harassment-over-religious-identity/,No conclusion,opIndia
Rahul Gandhi’s ANYAY: Congress edits the word ‘Gay’ in its promotional video while promoting LGBTQ rights,https://www.opindia.com/2019/04/rahul-gandhis-anyay-congress-edits-the-word-gay-in-its-promotional-video-while-promoting-lgbtq-rights/,No conclusion,opIndia
"No, Shabana Azmi, ‘trolls’ didn’t ‘stoop’ to ‘communalise and polarise’, you did with your Hinduphobic comment packaged as concern for women",https://www.opindia.com/2019/04/no-shabana-azmi-trolls-didnt-stoop-to-communalise-and-polarise-you-did-with-your-hinduphobic-comment-packaged-as-concern-for-women/,No conclusion,opIndia
"Indian Express, Times Now try to defend Kamal Nath, lie that BJP knew about the amount in IT raid in advance",https://www.opindia.com/2019/04/indian-express-times-now-try-to-defend-kamal-nath-lie-that-bjp-knew-about-the-amount-in-it-raid-in-advance/,No conclusion,opIndia
The News Minute uses Hindu “representative name” for Muslim man with four wives who raped his own daughter,https://www.opindia.com/2019/04/the-news-minute-uses-hindu-representative-name-for-muslim-man-with-four-wives-who-raped-his-own-daughter/,No conclusion,opIndia
"Dainik Jagran uses misleading picture to ‘fact-check’ Rahul Gandhi’s post-Pulwama dance video, creates confusion",https://www.opindia.com/2019/04/dainik-jagran-uses-misleading-picture-to-fact-check-rahul-gandhis-post-pulwama-dancing-video-to-create-confusion/,No conclusion,opIndia
Fact Check: Congress and its IT cell head use images from UPA era to attack PM Modi,https://www.opindia.com/2019/04/fact-check-congress-and-its-it-cell-head-use-images-from-upa-era-to-attack-pm-modi/,No conclusion,opIndia
Congress lies about Wayanad seat not being Hindu-minority to hide consequence of their historic Hinduphobia,https://www.opindia.com/2019/04/congress-lies-about-wayanad-seat-not-being-hindu-minority-to-hide-consequence-of-their-historic-hinduphobia/,No conclusion,opIndia
‘Journalist’ Rajdeep Sardesai shamelessly twists PM Modi’s comment on Congress’ ‘Hindu terror’ bogey,https://www.opindia.com/2019/04/journalist-rajdeep-sardesai-shamelessly-twists-pm-modis-comment-on-congress-hindu-terror-bogey/,No conclusion,opIndia
"The Print article by Shekhar Gupta on air battle after Balakot airstrikes peddles faulty analysis, half truths and whole lies",https://www.opindia.com/2019/03/the-print-article-by-shekhar-gupta-on-air-battle-after-balakot-airstrikes-peddles-faulty-analysis-half-truths-and-whole-lies/,No conclusion,opIndia
"Politicians, Lawyers and Congress-friendly journalists caught spreading fake news regarding retired NIA judge joining the BJP",https://www.opindia.com/2019/03/fact-check-nia-judge-ravindra-reddy-joins-facebook-fake-news/,No conclusion,opIndia
Priyanka Gandhi lies about MGNREGA to target the Modi government. Here are the facts,https://www.opindia.com/2019/03/priyanka-gandhi-lies-about-mgnrega-to-target-the-modi-government-fact-check/,No conclusion,opIndia
"Within hours of announcement by Rahul Gandhi, Congress leaders give new definition of income guarantee scheme, make absurd claims",https://www.opindia.com/2019/03/within-hours-of-announcement-by-rahul-gandhi-congress-leaders-give-new-definition-of-income-guarantee-scheme-make-absurd-claims/,No conclusion,opIndia
#SatireLikeAmarUjala: When Congress shared maliciously cropped satirical article on ‘scam in Kumbh’ as real news,https://www.opindia.com/2019/03/satirelikeamarujala-when-congress-shared-maliciously-cropped-satirical-article-on-scam-in-kumbh-as-real-news/,No conclusion,opIndia
Congress communication cell head posts maliciously edited video of BJP leader Kalraj Mishra’s speech to distort his comments,https://www.opindia.com/2019/03/congress-communication-cell-head-posts-maliciously-edited-video-of-bjp-leader-kalraj-mishras-speech-to-distort-his-comments/,No conclusion,opIndia
How Caravan and Congress’ attempts to create ‘bribegate’ before 2019 election fell flat,https://www.opindia.com/2019/03/how-caravan-and-congress-attempts-to-create-bribegate-before-2019-election-fell-flat/,No conclusion,opIndia
"‘Modi is killing youths of North-East’, and other lies of Rahul Gandhi during his NE tour",https://www.opindia.com/2019/03/modi-is-killing-youths-of-north-east-and-other-lies-of-rahul-gandhi-during-his-ne-tour/,No conclusion,opIndia
Fact Check: Did 350 people convert to Islam in New Zealand after the Christchurch Mosque attack?,https://www.opindia.com/2019/03/fact-check-did-350-people-convert-to-islam-in-new-zealand-after-the-christchurch-mosque-attack/,No conclusion,opIndia
Rahul Gandhi repeats his lie that PM Modi was busy filming after the Pulwama terror attack,https://www.opindia.com/2019/03/rahul-gandhi-repeats-his-lie-that-pm-modi-was-busy-filming-after-the-pulwama-terror-attack/,No conclusion,opIndia
"After cropping Rafale documents, The Hindu reports half-truths to cover up Nehru’s UNSC seat blunder",https://www.opindia.com/2019/03/after-cropping-rafale-documents-the-hindu-reports-half-truths-to-cover-up-nehrus-unsc-seat-blunder/,No conclusion,opIndia
"Rahul Gandhi calls Ayushman Bharat, that benefited 13 lakh people in 5 months, a scheme for 15-20 rich businessmen",https://www.opindia.com/2019/03/rahul-gandhi-calls-ayushman-bharat-that-benefited-13-lakh-people-in-5-months-a-scheme-for-15-20-rich-businessmen/,No conclusion,opIndia
Congress responds to Smriti Irani’s press conference on Rahul Gandhi’s dubious land deals with a hitjob against her,https://www.opindia.com/2019/03/congress-responds-to-smriti-iranis-press-conference-on-rahul-gandhis-dubious-land-deals-with-a-hitjob-against-her/,No conclusion,opIndia
Huffington Post claims government’s e-governance data is fake only because it shows achievement of Modi govt,https://www.opindia.com/2019/03/huffington-post-claims-governments-e-governance-data-is-fake-only-because-it-shows-achievement-of-modi-govt/,No conclusion,opIndia
Fact check: Various media outlets lie about the 2002 Godhra carnage scene being recreated for a film,https://www.opindia.com/2019/03/fact-check-various-media-outlets-lie-about-the-2002-godhra-carnage-scene-being-recreated-for-a-film/,No conclusion,opIndia
Pakistani journalist spread fake news about Indian drone shot down using old photo of American drone,https://www.opindia.com/2019/03/pakistani-journalist-spread-fake-news-about-indian-drone-shot-down-using-old-photo-of-american-drone/,No conclusion,opIndia
Rahul Gandhi’s barbs against NSA Ajit Doval for the Kandahar episode is malicious and bereft of facts,https://www.opindia.com/2019/03/rahul-gandhi-barbs-against-nsa-ajit-doval-nda-for-the-kandahar-ic-814-is-malicious-and-bereft-of-facts/,No conclusion,opIndia
"Journalist exposes ignorance about road-safety, claims Expressways should not have speed limits",https://www.opindia.com/2019/03/journalist-exposes-ignorance-about-road-safety-claims-expressways-should-not-have-speed-limits/,No conclusion,opIndia
OpIndia’s response to International Fact Checking Network’s rejection of its application for accreditation,https://www.opindia.com/2019/03/opindia-response-to-ifcn-international-fact-checking-networks-rejection-of-its-application-for-accreditation/,No conclusion,opIndia
Some facts you need to know about the newly introduced charges for Aadhaar based e-KYC authentication,https://www.opindia.com/2019/03/some-facts-you-need-to-know-about-the-newly-introduced-charges-for-aadhaar-based-e-kyc-authentication/,No conclusion,opIndia
“Our people” were martyred when Indian Air Force “attacked” Pakistan: Thus spake the poster boy of Pakistan,https://www.opindia.com/2019/03/our-people-were-martyred-when-indian-air-force-attacked-pakistan-balakot-thus-spake-the-poster-boy-of-pakistan-rahul-gandhi-speech-odisha/,No conclusion,opIndia
"Rahul Gandhi adds another falsehood to his Rafale lies, says Rafale engine was to be made in Odisha",https://www.opindia.com/2019/03/rahul-gandhi-adds-another-falsehood-to-his-rafale-lies-says-rafale-engine-was-to-be-made-in-odisha/,No conclusion,opIndia
"After ’eminent journalists’, Rahul Gandhi lies about the martyr status of CRPF and BSF soldiers",https://www.opindia.com/2019/03/after-eminent-journalists-rahul-gandhi-lies-about-the-martyr-status-of-crpf-and-bsf-soldiers/,No conclusion,opIndia
Rahul Gandhi goes back to Indira Gandhi’s ‘gareebi hatao’ punchline while lying about Modi’s track record,https://www.opindia.com/2019/03/rahul-gandhi-goes-back-to-indira-gandhis-gareebi-hatao-punchline-while-lying-about-modis-track-record/,No conclusion,opIndia
"The Wire journalist and Congress leader spread fake Republic TV image deriding Army, Arnab says ‘Pak propagandists in India helping ISI’",https://www.opindia.com/2019/03/the-wire-journalist-and-congress-leader-spread-fake-republic-tv-image-deriding-army-arnab-says-pak-propagandists-in-india-helping-isi/,No conclusion,opIndia
Fact Check: Did Navjot Singh Sidhu say that Indian Army is scared as reported by a Pakistani news channel,https://www.opindia.com/2019/03/fact-check-did-navjot-singh-sidhu-say-that-indian-army-is-scared-as-reported-by-a-pakistani-news-channel/,No conclusion,opIndia
Fact Check: Did India lie about shooting down Pakistani F-16 fighter jet?,https://www.opindia.com/2019/03/fact-check-did-india-lie-about-shooting-down-pakistani-f-16-fighter-jet/,No conclusion,opIndia
The New York Times peddles anti-India narrative with half-truths and whole lies,https://www.opindia.com/2019/03/the-new-york-times-peddles-anti-india-narrative-with-half-truths-and-whole-lies/,No conclusion,opIndia
"Rahul Gandhi takes credit for Amethi Ordnance Factory, but it was lying idle before Modi revived it",https://www.opindia.com/2019/03/rahul-gandhi-takes-credit-for-amethi-ordnance-factory-but-it-was-lying-idle-before-modi-revived-it/,No conclusion,opIndia
Pro-AAP video blogger associated with Dhruv Rathee caught spreading fake audio on Pulwama attack,https://www.opindia.com/2019/03/pro-aap-video-blogger-associated-with-dhruv-rathee-caught-spreading-fake-audio-on-pulwama-attack/,No conclusion,opIndia
"Portal run by former SFI worker publishes fake news about Air Marshal C Hari Kumar, DailyHunt spreads it to millions",https://www.opindia.com/2019/03/portal-run-by-former-sfi-worker-publishes-fake-news-about-air-marshal-c-hari-kumar-dailyhunt-spreads-it-to-millions/,No conclusion,opIndia
"Air Marshal C Hari Kumar who led 26 February air strikes in Pakistan retires, Pakistanis propagate as if he’s ‘sacked’",https://www.opindia.com/2019/03/air-marsha-chandrashekharan-hari-kumar-retire-sacked-pakistan-fake-news/,No conclusion,opIndia
Youth Congress’ magazine caught spreading fake video claiming to be that of WC Abhinandan’s wife,https://www.opindia.com/2019/03/youth-congress-magazine-caught-spreading-fake-video-claiming-to-be-that-of-wc-abhinandans-wife/,No conclusion,opIndia
"Caught red-handed, Pakistanis spread fake news that the missile used to target Indian military assets does not belong to them",https://www.opindia.com/2019/03/caught-red-handed-pakistanis-spread-fake-news-that-the-missile-used-to-target-indian-military-assets-does-not-belong-to-them/,No conclusion,opIndia
Congress worker among others found peddling fake video claiming to be that of WC Abhinandan’s wife,https://www.opindia.com/2019/02/congress-worker-among-others-found-peddling-fake-video-claiming-to-be-that-of-wc-abhinandans-wife/,No conclusion,opIndia
"Congress and other opposition parties peddle lies on all-party meeting, get support from Pakistan",https://www.opindia.com/2019/02/congress-and-other-opposition-parties-peddle-lies-on-all-party-meeting-get-support-from-pakistan/,No conclusion,opIndia
"Scam accused bureaucrat threatens Kapil Mishra in personal capacity on official letterhead, gets suspended",https://www.opindia.com/2019/02/ashish-joshi-kapil-mishra-suspended/,No conclusion,opIndia
Media spreads lie the Mirage 2000 jets used in India’s air strike on terror camps in Pakistan are made by HAL,https://www.opindia.com/2019/02/media-spreads-lie-the-mirage-2000-jets-used-in-indias-air-strike-on-terror-camps-in-pakistan-are-made-by-hal/,No conclusion,opIndia
Gujarat Samachar creates panic by spreading lies about Unregulated Deposit Schemes Ordinance,https://www.opindia.com/2019/02/gujarat-samachar-creates-panic-by-spreading-lies-about-unregulated-deposit-schemes-ordinance/,No conclusion,opIndia
CNN News 18 spreads half truth about Indigo not allowing Kashmiri family to board flight on ‘flimsy pretext’,https://www.opindia.com/2019/02/cnn-news-18-spreads-half-truth-about-indigo-not-allowing-kashmiri-family-to-board-flight-on-flimsy-pretext/,No conclusion,opIndia
"Another gaffe by Youth Congress, shares poster of Narendra Modi’s popularity with wrong claim",https://www.opindia.com/2019/02/another-gaffe-by-youth-congress-shares-poster-of-narendra-modis-popularity-with-wrong-claim/,No conclusion,opIndia
"After India’s diplomatic win, Pakistan media changes the UNSC statement to suit its false narrative on Pulwama attack",https://www.opindia.com/2019/02/after-indias-diplomatic-win-pakistan-media-changes-the-unsc-statement-to-suit-its-false-narrative-on-pulwama-attack/,No conclusion,opIndia
Fact Check: Was PM Narendra Modi doing a photoshoot in Uttarakhand after the Pulwama terror attack?,https://www.opindia.com/2019/02/fact-check-was-pm-narendra-modi-doing-a-photoshoot-in-uttarakhand-after-the-pulwama-terror-attack/,No conclusion,opIndia
"Pro-Congress Facebook page shares fake image of Modi, runs ads in Pakistan and Bangladesh",https://www.opindia.com/2019/02/pro-congress-facebook-page-shares-fake-image-of-modi-runs-ads-in-pakistan-and-bangladesh/,No conclusion,opIndia
"Fact check: Did Modi govt hold telecom companies responsible for abusive messages to journalists, as alleged by Scroll?",https://www.opindia.com/2019/02/fact-check-did-modi-govt-hold-telecom-companies-responsible-for-abusive-messages-to-journalists-as-alleged-by-scroll/,No conclusion,opIndia
Rahul Gandhi uses a case where Anil Ambani was represented by Kapil Sibal to further lies about the Modi govt and Indian armed forces,https://www.opindia.com/2019/02/rahul-gandhi-lies-uses-a-case-where-anil-ambani-was-represented-by-kapil-sibal-to-further-lies-about-the-modi-govt-and-indian-armed-forces/,No conclusion,opIndia
IndiaSpend peddles fake narrative on ‘beef export’ that is busted by data quoted in its own reports,https://www.opindia.com/2019/02/indiaspend-peddles-fake-narrative-on-cow-meat-beef-export-that-is-busted-by-data-quoted-in-its-own-reports/,No conclusion,opIndia
Liberalism is a mental disorder: M.K Venu proves it in his latest article about Pulwama attack for The Wire,https://www.opindia.com/2019/02/liberalism-is-a-mental-disorder-m-k-venu-proves-it-in-his-latest-article-about-pulwama-attack-for-the-wire/,No conclusion,opIndia
Fact-Check: Pro-AAP Facebook page peddles fake data about NDA govt’s track record on national security,https://www.opindia.com/2019/02/fact-check-pro-aap-facebook-page-peddles-fake-data-about-nda-govts-track-record-on-national-security/,No conclusion,opIndia
"NDTV does what it does best: First spreads falsehood over Vande Bharat Express, now twists PM Modi’s statement",https://www.opindia.com/2019/02/ndtv-does-what-it-does-best-first-spreads-falsehood-over-vande-bharat-express-now-twists-pm-modis-statement/,No conclusion,opIndia
"Human Rights Watch publishes report on ‘violent cow protection’ based on faulty data, NYTimes peddles it further",https://www.opindia.com/2019/02/cow-protection-violence-lynching-faulty-data-indiaspend-factchecker-used-by-human-rights-watch-furthered-by-new-york-times/,No conclusion,opIndia
"Co-founder of self-proclaimed ‘fact-checking’ blog, AltNews, spreads another fake news by using ‘cropped video’",https://www.opindia.com/2019/02/co-founder-of-self-proclaimed-fact-checking-blog-altnews-spreads-another-fake-news-by-using-cropped-video/,No conclusion,opIndia
How Ravish Kumar and Vinod Dua misled people about ‘martyr status’ to CRPF jawans,https://www.opindia.com/2019/02/how-ndtv-ravish-kumar-vinod-dua-misled-people-peddled-fake-news-about-martyr-status-to-crpf-jawans-after-pulwama-attack/,No conclusion,opIndia
Kavita Krishnan uses 4 year old photograph to claim PM Narendra Modi was laughing after Pulwama attack,https://www.opindia.com/2019/02/kavita-krishnan-uses-4-year-old-photograph-to-claim-pm-narendra-modi-was-laughing-after-pulwama-attack/,No conclusion,opIndia
"The Hindu not only cropped the Rafale dissent note, but also had digitally manipulated it",https://www.opindia.com/2019/02/the-hindu-not-only-cropped-the-rafale-dissent-note-but-also-had-digitally-manipulated-it/,No conclusion,opIndia
"Did Gujarat Congress website say Congress ‘looted India for 70 years’, and call Congress a ‘party of thugs’?",https://www.opindia.com/2019/02/did-gujarat-congress-website-say-congress-looted-india-for-70-years-and-call-congress-a-party-of-thugs/,No conclusion,opIndia
Uttarakhand Police dispels rumours regarding Kashmiri students ‘trapped’ inside a hostel in Dehradun,https://www.opindia.com/2019/02/uttarakhand-police-dispels-rumours-regarding-kashmiri-students-trapped-inside-a-hostel-in-dehradun/,No conclusion,opIndia
"Prashant Bhushan draws a ridiculous analogy between Indian state of JK and Afghanistan, Iraq",https://www.opindia.com/2019/02/prashant-bhushan-draws-a-ridiculous-analogy-between-indian-state-of-jk-and-afghanistan-iraq/,No conclusion,opIndia
"Congress IT Cell head shares NDTV’s half truth to discredit Vande Bharat Express, insensitively drags Pulwama terror attack",https://www.opindia.com/2019/02/congress-it-cell-head-divya-spandana-shares-ndtv-lies-vande-bharat-express-train-18-breakdown-insensitive-comment-pulwama-terror-attack/,No conclusion,opIndia
Fact check: Did Modi lie about hoisting the national flag at Lal Chowk in 1992?,https://www.opindia.com/2019/02/fact-check-did-modi-lie-about-hoisting-the-national-flag-at-lal-chowk-in-1992/,No conclusion,opIndia
Fact check: Has Bhupen Hazarika’s family ‘rejected’ the Bharat Ratna?,https://www.opindia.com/2019/02/fact-check-has-bhupen-hazarikas-family-rejected-the-bharat-ratna/,No conclusion,opIndia
Fact-Check: Congress spokesperson shares image from Telangana claiming to be from Priyanka Gandhi’s Lucknow roadshow,https://www.opindia.com/2019/02/fact-check-congress-spokesperson-shares-image-from-telangana-claiming-to-be-from-priyanka-gandhis-lucknow-roadshow/,No conclusion,opIndia
N Ram competes with Rahul Gandhi in spreading lies about the Rafale deal,https://www.opindia.com/2019/02/n-ram-competes-with-rahul-gandhi-in-spreading-lies-about-the-rafale-deal/,No conclusion,opIndia
The Hindu deliberately distorts MoD document to spread Fake News on the Rafale Deal,https://www.opindia.com/2019/02/the-hindu-deliberately-distorts-mod-document-to-spread-fake-news-on-the-rafale-deal/,No conclusion,opIndia
Half-truths and full-lies: How Rahul Gandhi lies (again!) on Rafale to create a false narrative,https://www.opindia.com/2019/02/half-truths-and-full-lies-how-rahul-gandhi-lies-again-on-rafale-to-create-a-false-narrative/,No conclusion,opIndia
Congress spreads fake news by saying India is global number 1 in fake news,https://www.opindia.com/2019/02/congress-spreads-fake-news-by-saying-india-is-global-number-1-in-fake-news/,No conclusion,opIndia
Winner of Nobel Prize in Economics rubbishes ThePrint report about him helping Rahul Gandhi on election promises,https://www.opindia.com/2019/02/winner-of-nobel-prize-in-economics-rubbishes-theprint-report-about-him-helping-rahul-gandhi-on-election-promises/,No conclusion,opIndia
Indiaspend’s faulty ‘FactChecker’ spreads fake news about Budget 2019 while ‘fact-checking’ Piyush Goyal’s speech,https://www.opindia.com/2019/02/indiaspends-faulty-factchecker-spreads-fake-news-about-budget-2019-while-fact-checking-piyush-goyals-speech/,No conclusion,opIndia
Fact-check: Congress lies profusely in an attempt to ‘fact-check’ Piyush Goyal’s Budget 2019 speech,https://www.opindia.com/2019/02/fact-check-congress-lies-in-attempt-to-fact-check-piyush-goyal-modi-government-budget-2019-speech/,No conclusion,opIndia
"Don’t lie, P Chidambaram",https://www.opindia.com/2019/02/chidambaram-budget-poor-right-on-resources/,No conclusion,opIndia
"Congress says Modi govt should not bring full-fledged budget, here are some major changes they made in interim budget while in power",https://www.opindia.com/2019/01/congress-says-modi-govt-should-not-bring-full-fledged-budget-here-are-some-major-changes-they-made-in-interim-budget-while-in-power/,No conclusion,opIndia
"IndiaSpend’s faulty ‘fact-checker’ does it again, does not correct database even after their own ground report says otherwise",https://www.opindia.com/2019/01/indiaspend-fact-checker-meerut-fake-data/,No conclusion,opIndia
"Fact-Check: Is this image, shared even by Congress, of Abdul Ghaffar Khan and Indira Gandhi",https://www.opindia.com/2019/01/fact-check-is-this-image-shared-even-by-congress-is-of-abdul-ghaffar-khan-and-indira-gandhi/,No conclusion,opIndia
Fact-check: Was PM Modi wrong in claiming that culprits are being brought to justice within days?,https://www.opindia.com/2019/01/fact-check-was-pm-modi-wrong-in-claiming-that-culprits-are-being-brought-to-justice-within-days/,No conclusion,opIndia
"Government trashes report by The Print, says no such “IB report” exists that talks about Universities being anti-Modi",https://www.opindia.com/2019/01/the-print-publishes-fake-news-on-ib-report-on-universities-denied-by-government/,No conclusion,opIndia
Fact-check: The Print and The Telegraph spread dangerous lies about Polio vaccine in India,https://www.opindia.com/2019/01/fact-check-the-print-and-the-telegraph-spread-dangerous-lies-about-polio-vaccine-in-india/,No conclusion,opIndia
"You are wrong, NYT: It is our time now",https://www.opindia.com/2019/01/you-are-wrong-nyt-it-is-our-time-now/,No conclusion,opIndia
"Fact-check: On Republic Day 2019, Sitaram Yechury lies about the Constitution of India",https://www.opindia.com/2019/01/fact-check-on-republic-day-2019-sitaram-yechury-lies-about-the-constitution-of-india/,No conclusion,opIndia
Fact Check: Is the newspaper clip headlined ‘Rajiv Gandhi’s daughter joins family firm’ genuine?,https://www.opindia.com/2019/01/fact-check-australian-newspaper-priyanka-gandhi-vadra-rajiv-gandhi-daughter-joins-family-firm-true-or-fake/,No conclusion,opIndia
OpIndia investigates: How true is Congress claim that no planes are available for charter because BJP booked them all,https://www.opindia.com/2019/01/opindia-investigates-how-true-is-congress-claim-that-no-planes-are-available-for-charter-because-bjp-booked-them-all/,No conclusion,opIndia
"Fact-check: Rahul Gandhi lies yet again, this time about MGNREGA",https://www.opindia.com/2019/01/fact-check-rahul-gandhi-lies-yet-again-this-time-about-mgnrega/,No conclusion,opIndia
Nidhi Razdan of NDTV twists Piyush Goyal’s statement to claim Railways failed in fulfilling jobs creation promise,https://www.opindia.com/2019/01/fact-check-nidhi-razdan-ndtv-media-lies-piyush-goyal-statement-jobs-creation-railways-ecosystem/,No conclusion,opIndia
Rahul Gandhi lies: This time about hate mongering,https://www.opindia.com/2019/01/rahul-gandhi-lies-this-time-about-hate-mongering/,No conclusion,opIndia
"‘The movie is not stuck, the makers are’: CBFC member Vivek Agnihotri explains how The Wire twisted facts around ‘No fathers in Kashmir’",https://www.opindia.com/2019/01/vivek-agnihotri-calls-the-wire-story-on-movie-cbfc-no-fathers-in-kashmir-fake-news-here-is-the-truth/,No conclusion,opIndia
"The Print indulges in scaremongering, spreads fake news about shortage of polio vaccine in the country",https://www.opindia.com/2019/01/the-print-indulges-in-scaremongering-spreads-fake-news-about-shortage-of-polio-vaccine-in-the-country/,No conclusion,opIndia
"Reports say Rahul Gandhi may contest from three seats in Lok Sabha elections, but is that possible?",https://www.opindia.com/2019/01/reports-say-rahul-gandhi-may-contest-from-three-seats-in-lok-sabha-elections-but-is-that-possible/,No conclusion,opIndia
